clip_id,video_path,skeleton_path,label
oz_0693,header2.MOV,oz_football/oz_0693.npy,3
oz_0100,header.mov,oz_football/oz_0100.npy,3
oz_0315,header2.MOV,oz_football/oz_0315.npy,3
oz_0238,throw_in2.MOV,oz_football/oz_0238.npy,1
oz_0325,header2.MOV,oz_football/oz_0325.npy,3
oz_0601,rec2.mov,oz_football/oz_0601.npy,0
oz_0211,rec6.MOV,oz_football/oz_0211.npy,0
oz_0075,throw_in.mov,oz_football/oz_0075.npy,1
oz_0447,throw_in.mov,oz_football/oz_0447.npy,1
oz_0014,rec5.mov,oz_football/oz_0014.npy,0
oz_0144,header2.MOV,oz_football/oz_0144.npy,3
oz_0361,throw_in.mov,oz_football/oz_0361.npy,1
oz_0486,pass.mov,oz_football/oz_0486.npy,2
oz_0258,pass_short.mov,oz_football/oz_0258.npy,2
oz_0140,header2.MOV,oz_football/oz_0140.npy,3
oz_0575,short_shot.mp4,oz_football/oz_0575.npy,0
oz_0646,throw_in2.MOV,oz_football/oz_0646.npy,1
oz_0044,throw_in2.MOV,oz_football/oz_0044.npy,1
oz_0185,throw_in2.MOV,oz_football/oz_0185.npy,1
oz_0697,header2.MOV,oz_football/oz_0697.npy,3
oz_0371,throw_in2.MOV,oz_football/oz_0371.npy,1
oz_0405,pass3.mp4,oz_football/oz_0405.npy,2
oz_0702,header.mov,oz_football/oz_0702.npy,3
oz_0099,header.mov,oz_football/oz_0099.npy,3
oz_0086,header2.MOV,oz_football/oz_0086.npy,3
oz_0130,header.mov,oz_football/oz_0130.npy,3
oz_0517,short_shot.mp4,oz_football/oz_0517.npy,0
oz_0689,header2.MOV,oz_football/oz_0689.npy,3
oz_0107,header.mov,oz_football/oz_0107.npy,3
oz_0092,header.mov,oz_football/oz_0092.npy,3
oz_0627,short_shot.mp4,oz_football/oz_0627.npy,0
oz_0104,header2.MOV,oz_football/oz_0104.npy,3
oz_0193,pass_short.mov,oz_football/oz_0193.npy,2
oz_0003,rec6.MOV,oz_football/oz_0003.npy,0
oz_0462,throw_in2.MOV,oz_football/oz_0462.npy,1
oz_0109,header2.MOV,oz_football/oz_0109.npy,3
oz_0283,pass.mov,oz_football/oz_0283.npy,2
oz_0246,pass3.mp4,oz_football/oz_0246.npy,2
oz_0623,short_shot.mp4,oz_football/oz_0623.npy,0
oz_0402,pass2.MOV,oz_football/oz_0402.npy,2
oz_0261,pass_short.mov,oz_football/oz_0261.npy,2
oz_0624,rec7.MOV,oz_football/oz_0624.npy,0
oz_0047,throw_in2.MOV,oz_football/oz_0047.npy,1
oz_0439,throw_in.mov,oz_football/oz_0439.npy,1
oz_0000,rec7.MOV,oz_football/oz_0000.npy,0
oz_0017,rec2.mov,oz_football/oz_0017.npy,0
oz_0463,throw_in2.MOV,oz_football/oz_0463.npy,1
oz_0236,throw_in.mov,oz_football/oz_0236.npy,1
oz_0119,header2.MOV,oz_football/oz_0119.npy,3
oz_0493,pass_short.mov,oz_football/oz_0493.npy,2
oz_0368,throw_in2.MOV,oz_football/oz_0368.npy,1
oz_0640,throw_in.mov,oz_football/oz_0640.npy,1
oz_0591,short_shot.mp4,oz_football/oz_0591.npy,0
oz_0159,throw_in.mov,oz_football/oz_0159.npy,1
oz_0026,rec6.MOV,oz_football/oz_0026.npy,0
oz_0501,pass.mov,oz_football/oz_0501.npy,2
oz_0577,rec7.MOV,oz_football/oz_0577.npy,0
oz_0704,header.mov,oz_football/oz_0704.npy,3
oz_0545,throw_in2.MOV,oz_football/oz_0545.npy,1
oz_0295,rec2.mov,oz_football/oz_0295.npy,0
oz_0549,pass3.mp4,oz_football/oz_0549.npy,2
oz_0055,pass2.MOV,oz_football/oz_0055.npy,2
oz_0642,throw_in.mov,oz_football/oz_0642.npy,1
oz_0274,pass_short.mov,oz_football/oz_0274.npy,2
oz_0390,header2.MOV,oz_football/oz_0390.npy,3
oz_0209,header2.MOV,oz_football/oz_0209.npy,3
oz_0574,rec2.mov,oz_football/oz_0574.npy,0
oz_0097,header.mov,oz_football/oz_0097.npy,3
oz_0668,header.mov,oz_football/oz_0668.npy,3
oz_0344,throw_in.mov,oz_football/oz_0344.npy,1
oz_0699,header.mov,oz_football/oz_0699.npy,3
oz_0179,throw_in.mov,oz_football/oz_0179.npy,1
oz_0127,header.mov,oz_football/oz_0127.npy,3
oz_0096,header.mov,oz_football/oz_0096.npy,3
oz_0701,header2.MOV,oz_football/oz_0701.npy,3
oz_0379,throw_in.mov,oz_football/oz_0379.npy,1
oz_0338,pass.mov,oz_football/oz_0338.npy,2
oz_0108,header2.MOV,oz_football/oz_0108.npy,3
oz_0116,header.mov,oz_football/oz_0116.npy,3
oz_0660,header2.MOV,oz_football/oz_0660.npy,3
oz_0445,throw_in.mov,oz_football/oz_0445.npy,1
oz_0692,header.mov,oz_football/oz_0692.npy,3
oz_0178,pass.mov,oz_football/oz_0178.npy,2
oz_0680,header2.MOV,oz_football/oz_0680.npy,3
oz_0423,pass2.MOV,oz_football/oz_0423.npy,2
oz_0168,pass_short.mov,oz_football/oz_0168.npy,2
oz_0472,header2.MOV,oz_football/oz_0472.npy,3
oz_0610,throw_in.mov,oz_football/oz_0610.npy,1
oz_0171,pass_short.mov,oz_football/oz_0171.npy,2
oz_0374,throw_in2.MOV,oz_football/oz_0374.npy,1
oz_0616,rec4.mov,oz_football/oz_0616.npy,0
oz_0121,header2.MOV,oz_football/oz_0121.npy,3
oz_0103,header2.MOV,oz_football/oz_0103.npy,3
oz_0709,throw_in2.MOV,oz_football/oz_0709.npy,1
